22 | 12 22 (0.016352968514000234) (0.022735889127777832)(0.011762002256298833)
22 | 22 23 (0.06605088881143255) (0.09183199267596232)(0.047507625454393514)
22 | 32 22 (0.02617055884744975) (0.03638549929685227)(0.018823381941252663)
22 | 33 22 (0.017776228651097944) (0.024714678767673238)(0.012785693394058413)
22 | 22 38 (0.08556988497734402) (0.11896967916595647)(0.061546818200810594)
22 | 40 22 (0.012518879981410479) (0.017405272138671837)(0.009004303681109764)
22 | 44 22 (0.010137097711165331) (0.014093828251499935)(0.0072911878995529185)
22 | 53 22 (0.03107935401417451) (0.04321030438138948)(0.022354071783729577)
22 | 57 22 (0.01731149064714767) (0.02406854337505433)(0.012451426900096102)
22 | 22 66 (0.00970140583246195) (0.013488076320919707)(0.006977813061463251)
22 | 22 70 (0.01731149064714767) (0.02406854337505433)(0.012451426900096102)
22 | 22 71 (0.018909027535726736) (0.026289633787181826)(0.013600467973091548)
22 | 72 22 (0.010108051585918439) (0.014053444789461253)(0.007270296243680274)
22 | 22 75 (0.03810851632392239) (0.05298310219475047)(0.02740985250490954)
22 | 77 22 (0.010340420587893575) (0.014376512485770708)(0.00743742949066143)
22 | 22 82 (0.018357151156035784) (0.025522348008446872)(0.013203526511511302)
22 | 22 83 (0.01519112350412455) (0.02112055064623056)(0.010926336021393056)
22 | 84 22 (0.029046125246892065) (0.04038346203868176)(0.020891655872644466)
22 | 22 94 (0.011589403973509934) (0.016113001353434023)(0.008335770693185142)
22 | 113 22 (0.014000232369001974) (0.019464828702644606)(0.010069778130614632)
22 | 116 22 (0.038486115952131986) (0.05350808720125333)(0.027681444031253916)
22 | 22 122 (0.03154409201812478) (0.04385643977400839)(0.02268833827769189)
22 | 124 22 (0.014813523875914954) (0.020595565639727698)(0.010654744495048678)
22 | 125 22 (0.011705588474497501) (0.01627453520158875)(0.00841933731667572)
22 | 22 126 (0.018502381782270247) (0.025724265318640284)(0.013307984790874524)
22 | 22 127 (0.015016846752643198) (0.020878249873998472)(0.01080098608615719)
22 | 22 130 (0.008539560822586266) (0.011872737839372436)(0.006142146826557473)
22 | 132 22 (0.016498199140234693) (0.02293780643797124)(0.011866460535662057)
22 | 136 22 (0.021726501684675263) (0.030206829604933955)(0.01562695859273806)
22 | 137 22 (0.01914139653770187) (0.02661270148349128)(0.013767601220072702)
22 | 22 142 (0.009381898454746136) (0.013043858238494207)(0.006748004846864162)
22 | 144 22 (0.01980945741838039) (0.02754152111038096)(0.014248109305143525)
22 | 22 147 (0.010718020216103172) (0.014901497492273569)(0.007709021017005808)
22 | 149 22 (0.014958754502149414) (0.020797482949921106)(0.0107592027744119)
22 | 161 22 (0.008655745323573836) (0.012034271687527165)(0.006225713450048051)
22 | 22 175 (0.012867433484373185) (0.01788987368313602)(0.009255003551581499)
22 | 22 182 (0.008626699198326943) (0.011993888225488483)(0.006204821794175406)
22 | 22 194 (0.008423376321598699) (0.01171120399121771)(0.006058580203066895)
22 | 201 22 (0.019228534913442546) (0.026733851869607323)(0.013830276187690636)
22 | 22 203 (0.016556291390728478) (0.023018573362048603)(0.011908243847407346)
22 | 220 22 (0.0146392471244336) (0.020353264867495606)(0.01052939455981281)
22 | 22 242 (0.01124085047054723) (0.015628399808969844)(0.008085070822713408)
22 | 22 279 (0.008800975949808295) (0.012236188997720573)(0.0063301717294112735)
22 | 22 314 (0.020767979551527826) (0.028874175357657458)(0.014937533948940793)
22 | 22 319 (0.01786336702683862) (0.024835829153789284)(0.012848368361676346)
22 | 336 22 (0.02701289647960962) (0.037556619695974035)(0.019429239961559354)
22 | 22 343 (0.009672359707215058) (0.013447692858881026)(0.006956921405590607)
22 | 22 351 (0.01629487626350645) (0.02265512220370047)(0.011720218944553546)
22 | 352 22 (0.020332287672824446) (0.028268423427077232)(0.014624159110851126)
22 | 22 359 (0.010108051585918439) (0.014053444789461253)(0.007270296243680274)
22 | 365 22 (0.011211804345300337) (0.01558801634693116)(0.008064179166840765)
22 | 376 22 (0.02785523411176949) (0.03872774009509581)(0.02003509798186604)
22 | 385 22 (0.018473335657023353) (0.025683881856601597)(0.013287093135001881)
22 | 408 22 (0.011618450098756826) (0.016153384815472703)(0.008356662349057787)
22 | 421 22 (0.008946206576042755) (0.012438106307913982)(0.006434630008774495)
22 | 22 426 (0.04110026722435227) (0.05714259878473469)(0.029561693059791918)
22 | 22 427 (0.00900429882653654) (0.012518873231991344)(0.006476413320519785)
22 | 22 431 (0.014900662251655629) (0.020716716025843743)(0.01071741946266661)
22 | 22 442 (0.010630881840362495) (0.014780347106157523)(0.007646346049387875)
22 | 449 22 (0.021290809805971884) (0.02960107767435373)(0.015313583754648393)
22 | 488 22 (0.011327988846287905) (0.015749550195085886)(0.008147745790331342)
22 | 22 494 (0.026751481352387592) (0.0371931685376259)(0.019241215058705553)
22 | 22 495 (0.026083420471709074) (0.03626434891073622)(0.01876070697363473)
22 | 22 498 (0.022133147438131752) (0.0307721980734755)(0.015919441774955082)
22 | 22 503 (0.0073196235622168) (0.010176632433747803)(0.005264697279906405)
22 | 528 22 (0.02053561054955269) (0.028551107661348007)(0.014770400701959637)
22 | 529 22 (0.010863250842337632) (0.015103414802466977)(0.00781347929636903)
22 | 22 530 (0.014000232369001974) (0.019464828702644606)(0.010069778130614632)
22 | 569 22 (0.009207621703264784) (0.012801557466262117)(0.006622654911628296)
22 | 573 22 (0.012606018357151156) (0.017526422524787883)(0.009066978648727698)
22 | 22 578 (0.01295457186011386) (0.018011024069252063)(0.009317678519199431)
22 | 22 594 (0.019083304287208086) (0.026531934559413915)(0.013725817908327415)
22 | 22 595 (0.021871732310909723) (0.030408746915127363)(0.01573141687210128)
22 | 22 598 (0.0190252120367143) (0.026451167635336552)(0.013684034596582125)
22 | 22 622 (0.011066573719065876) (0.01538609903673775)(0.007959720887477541)
22 | 22 623 (0.011937957476472638) (0.016597602897898203)(0.008586470563656875)
22 | 22 630 (0.009904728709190194) (0.01377076055519048)(0.007124054652571763)
22 | 22 634 (0.01887998141047984) (0.026249250325143143)(0.013579576317218903)
22 | 640 22 (0.015510630881840362) (0.02156476872865606)(0.011156144235992144)
22 | 648 22 (0.015249215754618333) (0.021201317570307923)(0.010968119333138345)
22 | 22 651 (0.01519112350412455) (0.02112055064623056)(0.010926336021393056)
22 | 22 659 (0.014406878122458463) (0.02003019717118615)(0.010362261312831656)
22 | 661 22 (0.04993028929940746) (0.06941917124449394)(0.035912756445075834)
22 | 665 22 (0.009120483327524109) (0.012680407080146073)(0.006559979944010363)
22 | 22 666 (0.023875914952945276) (0.033195205795796406)(0.01717294112731375)
22 | 700 22 (0.02759381898454746) (0.03836428893674767)(0.01984707307901224)
22 | 701 22 (0.020303241547577552) (0.02822803996503855)(0.014603267454978482)
22 | 22 703 (0.01591727663529685) (0.022130137197197603)(0.011448627418209168)
22 | 22 710 (0.023033577320785408) (0.03202408539667464)(0.016567083107007063)
22 | 713 22 (0.01629487626350645) (0.02265512220370047)(0.011720218944553546)
22 | 22 715 (0.021465086557453234) (0.029843378446585817)(0.015438933689884261)
22 | 22 723 (0.011705588474497501) (0.01627453520158875)(0.00841933731667572)
22 | 728 22 (0.01028232833739979) (0.014295745561693343)(0.007395646178916141)
22 | 729 22 (0.013012664110607645) (0.01809179099332943)(0.00935946183094472)
22 | 22 730 (0.008103868943882885) (0.01126698590879221)(0.005828771988467806)
22 | 741 22 (0.01068897409085628) (0.014861114030234887)(0.0076881293611331634)
22 | 764 22 (0.010718020216103172) (0.014901497492273569)(0.007709021017005808)
22 | 784 22 (0.00955617520622749) (0.0132861590107263)(0.00687335478210003)
22 | 789 22 (0.018240966655048218) (0.025360814160292146)(0.013119959888020725)
22 | 800 22 (0.015568723132334147) (0.021645535652733423)(0.011197927547737433)
22 | 22 806 (0.009265713953758569) (0.012882324390339482)(0.006664438223373584)
22 | 22 810 (0.014058324619495759) (0.019545595626721972)(0.010111561442359921)
22 | 817 22 (0.014000232369001974) (0.019464828702644606)(0.010069778130614632)
22 | 22 846 (0.008249099570117347) (0.01146890321898562)(0.0059332302678310285)
22 | 849 22 (0.014813523875914954) (0.020595565639727698)(0.010654744495048678)
22 | 22 866 (0.016817706517950507) (0.02338202452039674)(0.012096268750261145)
22 | 900 22 (0.008220053444870454) (0.011428519756946939)(0.005912338611958384)
